Lab,Study,type,SRS_ID,TKN_r,TKN_mpv,NO3_r,NO3_mpv,reported_NO3 method,TN_r,TN_mpv,TKN_r2,NO3_r2,TN_r2,TN_c,compare,inferred _TN_method,reported_TN_method,bias-TN-d,bias-TN-c,TN-d bias %,TN-c bias %,Flag TN-d,Flag TN-c
320,Spring - 2017,(low),133,NA,NA,0.0888,0.09,NA,0.183,0.199,NA,0.0888,0.183,NA,NA,d,colorimetric,-0.016,NA,-8.04,NA,,
320,Spring - 2018,(high),138,NA,NA,0.8,0.79,NA,1.33,1.27,NA,0.8,1.33,NA,NA,d,colorimetric,0.06,NA,4.72,NA,,
320,Spring - 2018,(low),137,NA,NA,0.321,0.326,NA,0.45,0.45,NA,0.321,0.45,NA,NA,d,colorimetric,0,NA,0,NA,,
341,Fall - 2012,(high),116,0.42,0.428,0.415,0.445,colorimetric,NA,0.889,0.42,0.415,NA,0.835,NA,c,NA,NA,-0.054,NA,-6.07,,
341,Fall - 2013,(high),120,0.56,0.54,0.66,0.692,colorimetric,NA,1.21,0.56,0.66,NA,1.22,NA,c,NA,NA,0.01,NA,0.83,,
341,Spring - 2012,(high),114,1.1,1.03,1.09,1.13,colorimetric,NA,2.15,1.1,1.09,NA,2.19,NA,c,NA,NA,0.04,NA,1.86,,
341,Spring - 2013,(high),118,0.94,0.93,0.557,0.59,colorimetric,NA,1.48,0.94,0.557,NA,1.497,NA,c,NA,NA,0.017,NA,1.15,,
341,Spring - 2014,(high),122,0.662,0.59,1.01,1.1,colorimetric,NA,1.7,0.662,1.01,NA,1.672,NA,c,NA,NA,-0.028,NA,-1.65,,
356,Fall - 2012,(high),116,NA,NA,0.453,0.445,NA,0.899,0.889,NA,0.453,0.899,NA,NA,d,colorimetric,0.01,NA,1.12,NA,,
373,Fall - 2012,(high),116,<0.50,0.428,0.465,0.445,colorimetric,NA,0.889,NA,0.465,NA,NA,NA,c,NA,NA,NA,NA,NA,,A
373,Fall - 2012,(low),115,<0.50,0.264,0.247,0.228,colorimetric,NA,0.463,NA,0.247,NA,NA,NA,c,NA,NA,NA,NA,NA,,A
373,Fall - 2013,(high),120,0.661,0.54,0.679,0.692,colorimetric,NA,1.21,0.661,0.679,    NA,1.34,NA,c,NA,NA,NA,NA,NA,,
373,Fall - 2013,(low),119,<0.50,0.267,0.29,0.271,colorimetric,NA,0.536,NA,0.29,NA,NA,NA,c,NA,NA,NA,NA,NA,,A
373,Fall - 2015,(high),128,<0.75,0.518,3.09,3.04,colorimetric,NA,3.53,NA,3.09,NA,NA,NA,c,NA,NA,NA,NA,NA,,A
373,Fall - 2015,(low),127,<0.75,0.139,0.323,0.302,colorimetric,NA,0.437,NA,0.323,NA,NA,NA,c,NA,NA,NA,NA,NA,,A
373,Fall - 2016,(high),132,<0.50,0.317,0.929,0.933,colorimetric,NA,1.24,NA,0.929,NA,NA,NA,c,NA,NA,NA,NA,NA,,A
373,Fall - 2016,(low),131,<0.50,0.14,0.38,0.362,colorimetric,NA,0.491,NA,0.38,NA,NA,NA,c,NA,NA,NA,NA,NA,,A
373,Fall - 2017,(high),136,<0.50,0.409,0.651,0.639,colorimetric,NA,1.06,NA,0.651,NA,NA,NA,c,NA,NA,NA,NA,NA,,A
373,Fall - 2017,(low),135,<0.50,0.18,0.451,0.436,colorimetric,NA,0.616,NA,0.451,NA,NA,NA,c,NA,NA,NA,NA,NA,,A
373,Fall - 2018,(high),140,<0.50,0.486,0.666,0.663,colorimetric,NA,1.14,NA,0.666,NA,NA,NA,c,NA,NA,NA,NA,NA,,A
373,Fall - 2018,(low),139,<0.50,0.111,0.202,0.2,colorimetric,NA,0.307,NA,0.202,NA,NA,NA,c,NA,NA,NA,NA,NA,,A
373,Spring - 2012,(high),114,1.86,1.03,1.14,1.13,colorimetric,NA,2.15,1.86,1.14,NA,3,NA,c,NA,NA,0.85,NA,39.53,,X
373,Spring - 2012,(low),113,<0.5,0.258,<0.20,0.107,colorimetric,NA,0.349,NA,NA,NA,NA,NA,c,NA,NA,NA,NA,NA,,A
373,Spring - 2014,(high),122,<0.500,0.59,1.08,1.1,colorimetric,NA,1.7,NA,1.08,NA,NA,NA,c,NA,NA,NA,NA,NA,,A
373,Spring - 2014,(low),121,<0.500,0.139,0.42,0.418,colorimetric,NA,0.555,NA,0.42,NA,NA,NA,c,NA,NA,NA,NA,NA,,A
373,Spring - 2015,(high),126,<0.75,0.392,1.43,1.48,colorimetric,NA,1.86,NA,1.43,NA,NA,NA,c,NA,NA,NA,NA,NA,,A
373,Spring - 2015,(low),125,<0.75,0.162,0.314,0.307,colorimetric,NA,0.464,NA,0.314,NA,NA,NA,c,NA,NA,NA,NA,NA,,A
373,Spring - 2016,(high),130,<0.75,0.547,1.83,1.81,colorimetric,NA,2.32,NA,1.83,NA,NA,NA,c,NA,NA,NA,NA,NA,,A
373,Spring - 2016,(low),129,<0.75,0.24,0.302,0.267,colorimetric,NA,0.48,NA,0.302,NA,NA,NA,c,NA,NA,NA,NA,NA,,A
373,Spring - 2017,(high),134,<0.50,0.196,0.796,0.801,colorimetric,NA,0.98,NA,0.796,NA,NA,NA,c,NA,NA,NA,NA,NA,,A
373,Spring - 2017,(low),133,<0.50,0.134,0.132,0.09,colorimetric,NA,0.199,NA,0.132,NA,NA,NA,c,NA,NA,NA,NA,NA,,A
373,Spring - 2018,(high),138,0.535,0.495,0.808,0.79,colorimetric,NA,1.27,0.535,0.808,NA,1.343,NA,c,NA,NA,0.073,NA,5.75,,A
373,Spring - 2018,(low),137,<0.50,0.143,0.356,0.326,colorimetric,NA,0.45,NA,0.356,NA,NA,NA,c,NA,NA,NA,NA,NA,,A
375,Spring - 2012,(high),114,NA,NA,1.062,1.13,NA,2.1879,2.15,NA,1.062,2.1879,NA,NA,d,colorimetric,0.0379,NA,1.76,NA,,
375,Spring - 2013,(low),117,NA,NA,0.2209,0.22,NA,0.6439,0.641,NA,0.2209,0.6439,NA,NA,d,colorimetric,0.0029,NA,0.45,NA,,
375,Spring - 2014,(low),121,NA,NA,0.417,0.418,NA,0.527,0.555,NA,0.417,0.527,NA,NA,d,colorimetric,-0.028,NA,-5.05,NA,,
375,Spring - 2015,(high),126,NA,NA,1.5162,1.48,NA,1.8369,1.86,NA,1.5162,1.8369,NA,NA,d,colorimetric,-0.0231,NA,-1.24,NA,,
375,Spring - 2016,(high),130,NA,NA,2.7109,1.81,NA,2.3435,2.32,NA,2.7109,2.3435,NA,NA,d,colorimetric,0.0235,NA,1.01,NA,,
375,Spring - 2017,(low),133,NA,NA,7.59E-02,0.09,NA,0.1921,0.199,NA,0.07591,0.1921,NA,NA,d,colorimetric,-0.0069,NA,-3.47,NA,,
375,Spring - 2018,(low),137,NA,NA,0.32552,0.326,NA,0.43254,0.45,NA,0.32552,0.4325,NA,NA,d,colorimetric,-0.0175,NA,-3.89,NA,,
377,Fall - 2012,(high),116,0.44,0.428,0.45,0.445,colorimetric,0.89,0.889,0.44,0.45,0.89,0.89,0,c,colorimetric,NA,0.001,NA,0.11,,
377,Fall - 2012,(low),115,0.41,0.264,0.25,0.228,colorimetric,0.66,0.463,0.41,0.25,0.66,0.66,0,c,colorimetric,NA,0.197,NA,42.55,,X
377,Fall - 2016,(high),132,0.35,0.317,0.94,0.933,colorimetric,1.29,1.24,0.35,0.94,1.29,1.29,0,c,colorimetric,NA,0.05,NA,4.03,,
377,Fall - 2016,(low),131,0.14,0.14,0.36,0.362,colorimetric,0.5,0.491,0.14,0.36,0.5,0.5,0,c,colorimetric,NA,0.009,NA,1.83,,
377,Fall - 2017,(high),136,0.41,0.409,0.66,0.639,colorimetric,1.07,1.06,0.41,0.66,1.07,1.07,0,c,colorimetric,NA,0.01,NA,0.94,,
377,Fall - 2017,(low),135,0.2,0.18,0.45,0.436,colorimetric,0.65,0.616,0.2,0.45,0.65,0.65,0,c,colorimetric,NA,0.034,NA,5.52,,
377,Fall - 2018,(high),140,0.34,0.486,0.6,0.663,colorimetric,0.4,1.14,0.34,0.6,0.4,0.94,0.54,c,colorimetric,NA,-0.2,NA,-17.54,,E
377,Fall - 2018,(low),139,0.34,0.111,0.21,0.2,colorimetric,0.21,0.307,0.4,0.21,0.21,0.55,0.4,c,colorimetric,NA,0.243,NA,79.15,,E
377,Spring - 2012,(high),114,1.08,1.03,1.14,1.13,colorimetric,2.22,2.15,1.08,1.14,2.22,2.22,0,c,colorimetric,NA,0.07,NA,3.26,,
377,Spring - 2012,(low),113,0.27,0.258,0.1,0.107,colorimetric,0.37,0.349,0.27,0.1,0.37,0.37,0,c,colorimetric,NA,0.021,NA,6.02,,
377,Spring - 2013,(high),118,0.88,0.93,0.6,0.59,colorimetric,1.48,1.48,0.88,0.6,1.48,1.48,0,c,colorimetric,NA,0,NA,0,,
377,Spring - 2013,(low),117,0.43,0.44,0.24,0.22,colorimetric,0.67,0.641,0.43,0.24,0.67,0.67,0,c,colorimetric,NA,0.029,NA,4.52,,
377,Spring - 2014,(high),122,0.53,0.59,1.11,1.1,colorimetric,1.64,1.7,0.53,1.11,1.64,1.64,0,c,colorimetric,NA,-0.06,NA,-3.53,,
377,Spring - 2014,(low),121,0.12,0.139,0.43,0.418,colorimetric,0.55,0.555,0.12,0.43,0.55,0.55,0,c,colorimetric,NA,-0.005,NA,-0.9,,
377,Spring - 2015,(high),126,0.38,0.392,1.49,1.48,colorimetric,1.87,1.86,0.38,1.49,1.87,1.87,0,c,colorimetric,NA,0.01,NA,0.54,,
377,Spring - 2015,(low),125,0.16,0.162,0.29,0.307,colorimetric,0.45,0.464,0.16,0.29,0.45,0.45,0,c,colorimetric,NA,-0.014,NA,-3.02,,
377,Spring - 2016,(high),130,0.68,0.547,1.82,1.81,colorimetric,2.5,2.32,0.68,1.82,2.5,2.5,0,c,colorimetric,NA,0.18,NA,7.76,,
377,Spring - 2016,(low),129,0.33,0.24,0.27,0.267,colorimetric,0.6,0.48,0.33,0.27,0.6,0.6,0,c,colorimetric,NA,0.12,NA,25,,
377,Spring - 2017,(high),134,0.22,0.196,0.81,0.801,colorimetric,1.03,0.98,0.22,0.81,1.03,1.03,0,c,colorimetric,NA,0.05,NA,5.1,,
377,Spring - 2017,(low),133,0.11,0.134,0.09,0.09,colorimetric,0.2,0.199,0.11,0.09,0.2,0.2,0,c,colorimetric,NA,0.001,NA,0.5,,
377,Spring - 2018,(high),138,0.41,0.495,0.79,0.79,colorimetric,1.2,1.27,0.41,0.79,1.2,1.2,0,c,colorimetric,NA,-0.07,NA,-5.51,,
377,Spring - 2018,(low),137,0.1,0.143,0.32,0.326,colorimetric,0.42,0.45,0.1,0.32,0.42,0.42,0,c,colorimetric,NA,-0.03,NA,-6.67,,
380,Fall - 2012,(high),116,0.389,0.428,0.42,0.445,colorimetric,0.81,0.889,0.389,0.42,0.81,0.809,-0.001,c,other,NA,-0.08,NA,-9,,
380,Fall - 2012,(low),115,0.281,0.264,0.2,0.228,colorimetric,0.481,0.463,0.281,0.2,0.481,0.481,0,c,other,NA,0.018,NA,3.89,,
380,Spring - 2012,(high),114,0.95,1.03,1.14,1.13,colorimetric,2.09,2.15,0.95,1.14,2.09,2.09,0,c,other,NA,-0.06,NA,-2.79,,
380,Spring - 2012,(low),113,0.129,0.258,0.0905,0.107,colorimetric,0.22,0.349,0.129,0.0905,0.22,0.2195,-0.0005,c,other,NA,-0.1295,NA,-37.11,,X
380,Spring - 2014,(high),122,0.39,0.59,1.84,1.1,colorimetric,2.23,1.7,0.39,1.84,2.23,2.23,0,c,colorimetric,NA,0.53,NA,31.18,,X
380,Spring - 2014,(low),121,0.167,0.139,0.67,0.418,colorimetric,0.837,0.555,0.167,0.67,0.837,0.837,0,c,colorimetric,NA,0.282,NA,50.81,,X
381,Fall - 2012,(low),115,NA,NA,NA,NA,NA,0.482,0.463,NA,NA,0.482,NA,NA,d,colorimetric,0.019,NA,4.1,NA,,
381,Spring - 2012,(low),113,NA,NA,0.116,0.107,NA,0.387,0.349,NA,0.116,0.387,NA,NA,d,colorimetric,0.038,NA,10.89,NA,,
381,Spring - 2013,(low),117,NA,NA,0.2086,0.22,NA,0.65445,0.641,NA,0.2086,0.6544,NA,NA,d,colorimetric,0.0134,NA,2.09,NA,,
384,Spring - 2014,(high),122,NA,NA,NA,NA,NA,1.607,1.7,NA,NA,1.607,NA,NA,d,colorimetric,-0.093,NA,-5.47,NA,,
386,Fall - 2012,(high),116,<0.5,0.428,0.39,0.445,colorimetric,NA,0.889,NA,0.39,NA,NA,NA,c,NA,NA,NA,NA,NA,,A
386,Fall - 2012,(low),115,<0.5,0.264,0.21,0.228,colorimetric,NA,0.463,NA,0.21,NA,NA,NA,c,NA,NA,NA,NA,NA,,A
386,Fall - 2013,(high),120,<0.5,0.54,0.73,0.692,colorimetric,NA,1.21,NA,0.73,NA,NA,NA,c,NA,NA,NA,NA,NA,,A
386,Fall - 2013,(low),119,<0.5,0.267,0.3,0.271,colorimetric,NA,0.536,NA,0.3,NA,NA,NA,c,NA,NA,NA,NA,NA,,A
386,Fall - 2014,(high),124,<0.5,0.212,0.51,0.556,colorimetric,NA,0.73,NA,0.51,NA,NA,NA,c,NA,NA,NA,NA,NA,,A
386,Fall - 2014,(low),123,<0.5,0.32,0.22,0.257,colorimetric,NA,0.555,NA,0.22,NA,NA,NA,c,NA,NA,NA,NA,NA,,A
386,Fall - 2015,(high),128,0.6,0.518,3.1,3.04,colorimetric,NA,3.53,0.6,3.1,NA,3.7,NA,c,NA,NA,0.17,NA,4.82,,
386,Fall - 2015,(low),127,<0.5,0.139,0.3,0.302,colorimetric,NA,0.437,NA,0.3,NA,NA,NA,c,NA,NA,NA,NA,NA,,A
386,Fall - 2016,(high),132,<0.5,0.317,0.88,0.933,colorimetric,NA,1.24,NA,0.88,NA,NA,NA,c,NA,NA,NA,NA,NA,,A
386,Fall - 2016,(low),131,<0.5,0.14,0.34,0.362,colorimetric,NA,0.491,NA,0.34,NA,NA,NA,c,NA,NA,NA,NA,NA,,A
386,Fall - 2017,(high),136,<0.5,0.409,0.46,0.639,colorimetric,NA,1.06,NA,0.46,NA,NA,NA,c,NA,NA,NA,NA,NA,,A
386,Fall - 2017,(low),135,<0.5,0.18,0.39,0.436,colorimetric,NA,0.616,NA,0.39,NA,NA,NA,c,NA,NA,NA,NA,NA,,A
386,Fall - 2018,(high),140,<0.5,0.486,0.56,0.663,colorimetric,NA,1.14,NA,0.56,NA,NA,NA,c,NA,NA,NA,NA,NA,,A
386,Fall - 2018,(low),139,<0.5,0.111,0.19,0.2,colorimetric,NA,0.307,NA,0.19,NA,NA,NA,c,NA,NA,NA,NA,NA,,A
386,Spring - 2012,(high),114,1.1,1.03,0.92,1.13,colorimetric,NA,2.15,1.1,0.92,NA,2.02,NA,c,NA,NA,-0.13,NA,-6.05,,
386,Spring - 2012,(low),113,0.5,0.258,0.1,0.107,colorimetric,NA,0.349,0.5,0.1,NA,0.6,NA,c,NA,NA,0.251,NA,71.92,,X
386,Spring - 2013,(high),118,1,0.93,0.59,0.59,colorimetric,NA,1.48,1,0.59,NA,1.59,NA,c,NA,NA,0.11,NA,7.43,,
386,Spring - 2013,(low),117,0.6,0.44,0.21,0.22,colorimetric,NA,0.641,0.6,0.21,NA,0.81,NA,c,NA,NA,0.169,NA,26.37,,
386,Spring - 2014,(high),122,0.8,0.59,0.99,1.1,colorimetric,NA,1.7,0.8,0.99,NA,1.79,NA,c,NA,NA,0.09,NA,5.29,,
386,Spring - 2014,(low),121,0.5,0.139,0.4,0.418,colorimetric,NA,0.555,0.5,0.4,NA,0.9,NA,c,NA,NA,0.345,NA,62.16,,X
386,Spring - 2015,(high),126,0.6,0.392,1.41,1.48,colorimetric,NA,1.86,0.6,1.41,NA,2.01,NA,c,NA,NA,0.15,NA,8.06,,
386,Spring - 2015,(low),125,<0.5,0.162,0.29,0.307,colorimetric,NA,0.464,NA,0.29,NA,NA,NA,c,NA,NA,NA,NA,NA,,A
386,Spring - 2016,(high),130,<0.5,0.547,1.72,1.81,colorimetric,NA,2.32,NA,1.72,NA,NA,NA,c,NA,NA,NA,NA,NA,,A
386,Spring - 2016,(low),129,<0.5,0.24,0.24,0.267,colorimetric,NA,0.48,NA,0.24,NA,NA,NA,c,NA,NA,NA,NA,NA,,A
386,Spring - 2017,(high),134,<0.5,0.196,0.81,0.801,colorimetric,NA,0.98,NA,0.81,NA,NA,NA,c,NA,NA,NA,NA,NA,,A
386,Spring - 2017,(low),133,<0.5,0.134,0.1,0.09,colorimetric,NA,0.199,NA,0.1,NA,NA,NA,c,NA,NA,NA,NA,NA,,A
386,Spring - 2018,(high),138,0.6,0.495,0.83,0.79,colorimetric,NA,1.27,0.6,0.83,NA,1.43,NA,c,NA,NA,0.16,NA,12.6,,
386,Spring - 2018,(low),137,<0.5,0.143,0.36,0.326,colorimetric,NA,0.45,NA,0.36,NA,NA,NA,c,NA,NA,NA,NA,NA,,A
388,Fall - 2012,(high),116,0.49,0.428,0.44,0.445,colorimetric,NA,0.889,0.49,0.44,NA,0.93,NA,c,NA,NA,0.041,NA,4.61,,
388,Fall - 2013,(high),120,0.52,0.54,0.68,0.692,colorimetric,NA,1.21,0.52,0.68,NA,1.2,NA,c,NA,NA,-0.01,NA,-0.83,,
388,Fall - 2013,(low),119,0.3,0.267,0.31,0.271,colorimetric,NA,0.536,0.3,0.31,NA,0.61,NA,c,NA,NA,0.074,NA,13.81,,
388,Fall - 2014,(high),124,0.23,0.212,0.53,0.556,colorimetric,NA,0.73,0.23,0.53,NA,0.76,NA,c,NA,NA,0.03,NA,4.11,,
388,Fall - 2014,(low),123,0.293,0.32,0.24,0.257,colorimetric,NA,0.555,0.293,0.24,NA,0.533,NA,c,NA,NA,-0.022,NA,-3.96,,
388,Fall - 2016,(high),132,NA,NA,0.9,0.933,NA,0.36,1.24,NA,0.9,0.36,NA,NA,d,colorimetric,-0.88,NA,-70.97,NA,D ,
388,Fall - 2016,(low),131,NA,NA,0.38,0.362,NA,0.24,0.491,NA,0.38,0.24,NA,NA,d,colorimetric,-0.251,NA,-51.12,NA,D ,
388,Spring - 2012,(high),114,0.89,1.03,1.1,1.13,colorimetric,NA,2.15,0.89,1.1,NA,1.99,NA,c,NA,NA,-0.16,NA,-7.44,,
388,Spring - 2012,(low),113,0.27,0.258,0.12,0.107,colorimetric,NA,0.349,0.27,0.12,NA,0.39,NA,c,NA,NA,0.041,NA,11.75,,
388,Spring - 2013,(high),118,0.97,0.93,0.65,0.59,colorimetric,NA,1.48,0.97,0.65,NA,1.62,NA,c,NA,NA,0.14,NA,9.46,,
388,Spring - 2013,(low),117,0.44,0.44,0.24,0.22,colorimetric,NA,0.641,0.44,0.24,NA,0.68,NA,c,NA,NA,0.039,NA,6.08,,
388,Spring - 2014,(high),122,0.45,0.59,1.11,1.1,colorimetric,NA,1.7,0.45,1.11,NA,1.56,NA,c,NA,NA,-0.14,NA,-8.24,,
388,Spring - 2014,(low),121,<0.10,0.139,0.4,0.418,colorimetric,NA,0.555,NA,0.4,NA,NA,NA,c,NA,NA,NA,NA,NA,,A
388,Spring - 2015,(high),126,0.35,0.392,1.44,1.48,colorimetric,NA,1.86,0.35,1.44,NA,1.79,NA,c,NA,NA,-0.07,NA,-3.76,,
388,Spring - 2015,(low),125,0.15,0.162,0.32,0.307,colorimetric,NA,0.464,0.15,0.32,NA,0.47,NA,c,NA,NA,0.006,NA,1.29,,
388,Spring - 2017,(high),134,NA,NA,0.77,0.801,NA,0.2,0.98,NA,0.77,0.2,NA,NA,d,colorimetric,-0.78,NA,-79.59,NA,D ,
388,Spring - 2017,(low),133,NA,NA,0.09,0.09,NA,0.1,0.199,NA,0.09,0.1,NA,NA,d,colorimetric,-0.099,NA,-49.75,NA,X,
397,Fall - 2015,(high),128,0.319,0.518,3.314,3.04,colorimetric,NA,3.53,0.319,3.314,    NA,3.633,NA,c,NA,NA,0.103,NA,2.92,,
397,Fall - 2015,(low),127,<0.078,0.139,0.338,0.302,colorimetric,NA,0.437,NA,0.338,NA,NA,NA,c,NA,NA,NA,NA,NA,,A
397,Fall - 2017,(high),136,0.475,0.409,0.642,0.639,colorimetric,0.475,1.06,0.475,0.642,0.475,1.117,0.642,c,colorimetric,NA,0.057,NA,5.38,,E
397,Fall - 2017,(low),135,0.225,0.18,0.422,0.436,colorimetric,0.225,0.616,0.225,0.422,0.225,0.647,0.422,c,colorimetric,NA,0.031,NA,5.03,,E
397,Fall - 2018,(high),140,NA,NA,0.705,0.663,NA,<0.087,1.14,NA,0.705,NA,NA,NA,d,colorimetric,NA,NA,NA,NA,A,
397,Fall - 2018,(low),139,NA,NA,0.16,0.2,NA,<0.087,0.307,NA,0.16,NA,NA,NA,d,colorimetric,NA,NA,NA,NA,A,
407,Spring - 2013,(high),118,1.36,0.93,0.6,0.59,IC,1.51,1.48,1.36,0.6,1.51,1.96,0.45,d,colorimetric,0.03,0.48,2.03,32.43,,"X, F"
407,Spring - 2013,(low),117,0.553,0.44,0.21,0.22,IC,0.623,0.641,0.553,0.21,0.623,0.763,0.14,d,colorimetric,-0.018,0.122,-2.81,19.03,,
410,Fall - 2014,(low),123,0.46,0.32,0.307,0.257,IC,0.767,0.555,0.46,0.307,0.767,0.767,0,c,colorimetric,NA,0.212,NA,38.2,,X
410,Fall - 2015,(low),127,<0.500,0.139,0.3,0.302,IC,0.3,0.437,NA,0.3,0.3,NA,NA,c,other,NA,NA,NA,NA,,"A, F"
410,Fall - 2016,(low),131,<0.500,0.14,0.36,0.362,IC,0.36,0.491,NA,0.36,0.36,NA,NA,c,other,NA,NA,NA,NA,,A
410,Fall - 2017,(low),135,<0.500,0.18,0.455,0.436,IC,0.455,0.616,NA,0.455,0.455,NA,NA,c,colorimetric,NA,NA,NA,NA,,"A, F"
410,Fall - 2018,(low),139,0.73,0.111,0.35,0.2,IC,1.1,0.307,0.73,0.35,1.1,1.08,-0.02,c,other,NA,0.773,NA,251.79,,"A, F"
410,Spring - 2014,(low),121,<1.00,0.139,0.402,0.418,IC,<2.00,0.555,NA,0.402,NA,NA,NA,c,NA,NA,NA,NA,NA,,A
410,Spring - 2015,(low),125,<0.500,0.162,0.3,0.307,IC,0.3,0.464,NA,0.3,0.3,NA,NA,c,other,NA,NA,NA,NA,,"A, F"
410,Spring - 2016,(low),129,<0.500,0.24,0.276,0.267,IC,0.62,0.48,NA,0.276,0.62,NA,NA,c,other,NA,NA,NA,NA,,"A, F"
410,Spring - 2017,(low),133,<0.18,0.134,0.92,0.09,IC,0.92,0.199,NA,0.92,0.92,NA,NA,c,other,NA,NA,NA,NA,,A
410,Spring - 2018,(low),137,<0.50,0.143,0.41,0.326,IC,NA,0.45,NA,0.41,NA,NA,NA,c,NA,NA,NA,NA,NA,,A
411,Spring - 2012,(low),113,NA,NA,0.109,0.107,NA,0.367,0.349,NA,0.109,0.367,NA,NA,d,colorimetric,0.018,NA,5.16,NA,,
413,Spring - 2012,(high),114,1.04,1.03,1.2552,1.13,colorimetric,NA,2.15,1.04,1.2552,NA,2.2952,NA,c,NA,NA,0.1452,NA,6.75,,
413,Spring - 2012,(low),113,0.22,0.258,0.1019,0.107,colorimetric,NA,0.349,0.22,0.1019,NA,0.3219,NA,c,NA,NA,-0.0271,NA,-7.77,,
416,Fall - 2012,(high),116,NA,NA,NA,NA,NA,0.835,0.889,NA,NA,0.835,NA,NA,d,colorimetric,-0.054,NA,-6.07,NA,,
416,Fall - 2012,(low),115,NA,NA,NA,NA,NA,0.622,0.463,NA,NA,0.622,NA,NA,d,colorimetric,0.159,NA,34.34,NA,,
416,Fall - 2013,(high),120,NA,NA,NA,NA,NA,1.2,1.21,NA,NA,1.2,NA,NA,d,colorimetric,-0.01,NA,-0.83,NA,,
416,Fall - 2013,(low),119,NA,NA,NA,NA,NA,0.542,0.536,NA,NA,0.542,NA,NA,d,colorimetric,0.006,NA,1.12,NA,,
416,Spring - 2015,(high),126,NA,NA,NA,NA,NA,1.88,1.86,NA,NA,1.88,NA,NA,d,colorimetric,0.02,NA,1.08,NA,,
416,Spring - 2015,(low),125,NA,NA,NA,NA,NA,0.431,0.464,NA,NA,0.431,NA,NA,d,colorimetric,-0.033,NA,-7.11,NA,,
416,Spring - 2016,(low),129,NA,NA,0.267,0.267,NA,0.48,0.48,NA,0.267,0.48,NA,NA,d,colorimetric,0,NA,0,NA,,
416,Spring - 2016,(high),130,NA,NA,1.82,1.81,NA,3.38,2.32,NA,1.82,3.38,NA,NA,d,colorimetric,1.06,NA,45.69,NA,X,
416,Spring - 2018,(low),137,NA,NA,NA,NA,NA,0.441,0.45,NA,NA,0.441,NA,NA,d,colorimetric,-0.009,NA,-2,NA,,
417,Fall - 2012,(high),116,NA,NA,0.487,0.445,NA,0.948,0.889,NA,0.487,0.948,NA,NA,d,colorimetric,0.059,NA,6.64,NA,,
417,Fall - 2012,(low),115,NA,NA,0.25,0.228,NA,0.489,0.463,NA,0.25,0.489,NA,NA,d,colorimetric,0.026,NA,5.62,NA,,
417,Fall - 2015,(high),128,NA,NA,3.365,3.04,NA,3.8,3.53,NA,3.365,3.8,NA,NA,d,colorimetric,0.27,NA,7.65,NA,,
417,Fall - 2015,(low),127,NA,NA,0.331,0.302,NA,0.447,0.437,NA,0.331,0.447,NA,NA,d,colorimetric,0.01,NA,2.29,NA,,
417,Fall - 2017,(high),136,NA,NA,0.658,0.639,NA,1.098,1.06,NA,0.658,1.098,NA,NA,d,colorimetric,0.038,NA,3.58,NA,,
417,Fall - 2017,(low),135,NA,NA,0.47,0.436,NA,0.63,0.616,NA,0.47,0.63,NA,NA,d,colorimetric,0.014,NA,2.27,NA,,
417,Spring - 2014,(high),122,NA,NA,1.125,1.1,NA,1.755,1.7,NA,1.125,1.755,NA,NA,d,colorimetric,0.055,NA,3.24,NA,,
417,Spring - 2014,(low),121,NA,NA,0.423,0.418,NA,0.549,0.555,NA,0.423,0.549,NA,NA,d,colorimetric,-0.006,NA,-1.08,NA,,
417,Spring - 2016,(high),130,NA,NA,2.005,1.81,NA,2.443,2.32,NA,2.005,2.443,NA,NA,d,colorimetric,0.123,NA,5.3,NA,,
417,Spring - 2016,(low),129,NA,NA,0.287,0.267,NA,0.438,0.48,NA,0.287,0.438,NA,NA,d,colorimetric,-0.042,NA,-8.75,NA,,
419,Fall - 2012,(high),116,NA,NA,0.439,0.445,NA,0.899,0.889,NA,0.439,0.899,NA,NA,d,colorimetric,0.01,NA,1.12,NA,,
419,Fall - 2012,(low),115,NA,NA,0.227,0.228,NA,0.446,0.463,NA,0.227,0.446,NA,NA,d,colorimetric,-0.017,NA,-3.67,NA,,
419,Fall - 2013,(high),120,NA,NA,0.704,0.692,NA,1.21,1.21,NA,0.704,1.21,NA,NA,d,colorimetric,0,NA,0,NA,,
419,Fall - 2013,(low),119,NA,NA,0.266,0.271,NA,0.509,0.536,NA,0.266,0.509,NA,NA,d,colorimetric,-0.027,NA,-5.04,NA,,
419,Fall - 2014,(high),124,NA,NA,NA,NA,NA,0.74,0.73,NA,NA,0.74,NA,NA,d,colorimetric,0.01,NA,1.37,NA,,
419,Fall - 2014,(low),123,NA,NA,NA,NA,NA,0.543,0.555,NA,NA,0.543,NA,NA,d,colorimetric,-0.012,NA,-2.16,NA,,
419,Fall - 2015,(high),128,NA,NA,3.15,3.04,NA,3.35,3.53,NA,3.15,3.35,NA,NA,d,colorimetric,-0.18,NA,-5.1,NA,,
419,Fall - 2015,(low),127,NA,NA,0.289,0.302,NA,0.428,0.437,NA,0.289,0.428,NA,NA,d,colorimetric,-0.009,NA,-2.06,NA,,
419,Fall - 2016,(high),132,NA,NA,0.913,0.933,NA,1.17,1.24,NA,0.913,1.17,NA,NA,d,colorimetric,-0.07,NA,-5.65,NA,,
